2.3567419,-0.05109641,-1.0745375
2.3556111,-0.052017268,-1.074363
2.3545024,-0.051991247,-1.0745375
2.3534162,-0.05101835,-1.074363
2.3523521,-0.049098581,-1.0745375
2.3523521,-0.049098581,-1.0745375
2.3523521,-0.049098581,-1.074363
2.3534384,-0.050071474,-1.0745375
2.3545249,-0.051044371,-1.0745375
2.3545024,-0.051991247,-1.0745375
2.3566751,-0.05393704,-1.0745375
2.357806,-0.053016182,-1.0745375
2.3578281,-0.052069306,-1.0745375
2.3578281,-0.052069306,-1.074712
2.3567641,-0.050149534,-1.074712
2.3545914,-0.048203744,-1.074712
2.353483,-0.048177723,-1.074712
2.3535051,-0.047230847,-1.0745375
2.3545914,-0.048203744,-1.0745375
2.3545914,-0.048203744,-1.0745375
2.3545692,-0.04915062,-1.0745375
2.3545914,-0.048203744,-1.074712
2.3556778,-0.049176641,-1.074712
2.3557,-0.048229765,-1.0745375
2.3556778,-0.049176641,-1.0745375
2.3545692,-0.04915062,-1.074712
2.3534384,-0.050071474,-1.074712
2.3534606,-0.049124599,-1.0745375
2.3534606,-0.049124599,-1.0745375
2.3534606,-0.049124599,-1.074712
2.3556111,-0.052017268,-1.074712
2.3555889,-0.052964143,-1.074712
2.3566751,-0.05393704,-1.074712
2.3577838,-0.053963058,-1.074712
2.35887,-0.054935955,-1.074712
2.3577614,-0.054909933,-1.074712
2.3566084,-0.056777667,-1.074712
2.3555,-0.056751646,-1.074712
2.3555,-0.056751646,-1.074712
2.3566084,-0.056777667,-1.074712
2.3577614,-0.054909933,-1.0745375
2.3588479,-0.05588283,-1.0745375
2.3577392,-0.055856809,-1.0745375
2.3577392,-0.055856809,-1.0745375
2.3599784,-0.054961976,-1.0745375
2.3611093,-0.054041117,-1.0745375
2.3611538,-0.052147366,-1.0745375
2.3589811,-0.050201576,-1.0745375
2.3568308,-0.047308907,-1.0745375
2.3524189,-0.04625795,-1.0745375
2.3513324,-0.045285057,-1.074363
2.3513546,-0.044338178,-1.074363
2.3513103,-0.046231933,-1.074363
2.3512659,-0.048125684,-1.074363
2.3523965,-0.04720483,-1.074363
2.3502045,0.0011638986,-1.0734904
2.3450422,0.0647607,-1.0720942
2.3443782,0.083724231,-1.0717452
2.3443117,0.080883607,-1.0719197
2.3467927,0.044824265,-1.0726178
2.3552749,-0.11359021,-1.0761082
2.3713977,-0.41903064,-1.0823909
2.3926992,-0.88186061,-1.0909424
2.4176269,-1.5209916,-1.1040314
2.4375341,-2.3267467,-1.1193892
2.4923539,-3.2517459,-1.0628447
2.6002917,-4.2291517,-1.02637
2.6935744,-5.2166343,-1.0377138
2.7704539,-6.1468883,-1.056911
2.8238177,-6.9449019,-1.074363
2.8555524,-7.5775609,-1.0900698
2.8768072,-8.0896549,-1.1019372
2.8989537,-8.5165033,-1.1117103
2.9093759,-8.8758116,-1.1195637
2.9166973,-9.1782026,-1.1256719
2.9240656,-9.4313307,-1.1265445
2.9288366,-9.7478743,-1.1316056
2.9343772,-10.173386,-1.1380628
2.9358313,-10.725752,-1.1429494
2.9346604,-11.43722,-1.1462653
2.9297335,-12.30871,-1.1445201
2.9259765,-13.272125,-1.1405061
2.9334359,-14.277489,-1.1316056
2.9304986,-15.253239,-1.1480105
2.9152842,-16.137751,-1.1535951
2.9102545,-16.871866,-1.1455672
2.9073637,-17.420341,-1.1429494
2.9102929,-17.768105,-1.1415532
2.9111438,-18.015396,-1.1431239
2.9088807,-18.442619,-1.1469633
2.8993309,-19.133047,-1.1488831
2.8948019,-20.034863,-1.139808
2.8972027,-21.114004,-1.1419023
2.8844593,-22.224056,-1.1614485
2.8750927,-22.81217,-1.1626701
2.8774405,-22.85391,-1.1631937
2.8821635,-22.841705,-1.1633682
2.8866866,-22.838022,-1.1631937
2.8879702,-22.877842,-1.1621466
2.8858564,-23.015165,-1.1600523
2.8791921,-23.251858,-1.1588307
2.8715446,-23.624952,-1.1591797
2.860986,-24.122089,-1.1577836
2.8464077,-24.74324,-1.1687784
2.8202078,-25.434225,-1.183438
2.7938826,-25.988781,-1.1949564
2.7825396,-26.235786,-1.2003665
2.7862849,-26.265244,-1.2012391
2.7903662,-26.233128,-1.20089
2.7934055,-26.198145,-1.200192
2.7946029,-26.194384,-1.200192
2.7968867,-26.191595,-1.200192
2.7956891,-26.195356,-1.200192
2.7945361,-26.197224,-1.200192
2.7923191,-26.197172,-1.2007155
2.7922525,-26.200012,-1.2010646
2.7888825,-26.201828,-1.2010646
