-0.41061354,81.43969,-1.1942015
-0.41172209,81.439713,-1.1942015
-0.41167763,81.441612,-1.1940269
-0.41453937,81.4142,-1.1938524
-0.42314973,81.283661,-1.1929798
-0.43557772,81.084999,-1.1914091
-0.44660524,80.945992,-1.1907111
-0.45375142,80.830582,-1.1896639
-0.46478185,80.644203,-1.1879187
-0.49034914,80.216576,-1.1840793
-0.51931167,79.738823,-1.1795418
-0.54532349,79.292259,-1.1758769
-0.57292998,78.872269,-1.1718629
-0.60391235,78.355713,-1.1678489
-0.64524186,77.587395,-1.163835
-0.68733877,76.597412,-1.1568542
-0.72335643,75.677383,-1.1484772
-0.74424011,74.976799,-1.142718
-0.75588518,74.528008,-1.1390531
-0.76202035,74.26667,-1.1364353
-0.76604384,74.095284,-1.1346901
-0.76987588,73.790314,-1.128931
-0.7756564,73.166115,-1.1261386
-0.78540236,72.231262,-1.1367844
-0.80932909,71.07032,-1.1310252
-0.81950581,69.975365,-1.124568
-0.82516718,69.120003,-1.1184597
-0.82544631,68.541145,-1.1146203
-0.82462466,68.198166,-1.1123515
-0.8279618,68.008766,-1.1123515
-0.82791817,67.632652,-1.1182852
-0.83716589,66.860741,-1.133294
-0.85814148,65.730988,-1.1414964
-0.88514006,64.722641,-1.1500479
-0.91236871,63.940735,-1.1509205
-0.93171495,63.352856,-1.1498734
-0.94599897,62.886124,-1.1540618
-0.95801854,62.468601,-1.155109
-0.97930652,62.034248,-1.155807
-1.004612,61.523247,-1.1655802
-1.0383081,60.843807,-1.1716884
-1.0828593,59.938194,-1.181636
-1.15099,58.831341,-1.1798908
-1.2149254,57.808704,-1.1826831
-1.2633908,57.067081,-1.1870461
-1.2990034,56.589481,-1.1968193
-1.3246723,56.299236,-1.2008332
-1.3485603,56.132107,-1.203451
-1.3830947,55.889435,-1.2093847
-1.4613931,55.294415,-1.2603446
-1.6432304,54.304863,-1.3399257
-1.9543363,53.100445,-1.4182852
-2.285404,52.132397,-1.4655802
-2.5384791,51.462845,-1.5010077
-2.6740294,51.12212,-1.5172381
-2.7625237,50.943245,-1.5203795
-2.8634148,50.708767,-1.5233463
-3.0494967,50.294384,-1.525266
-3.2884634,49.753345,-1.5200304
-3.5667012,49.098595,-1.5133987
-3.8988686,48.272682,-1.4935034
-4.263217,47.257099,-1.416191
-4.5557323,46.230354,-1.3624388
-4.7236967,45.501011,-1.320554
-4.8054204,45.090813,-1.2996116
-4.8374457,44.907768,-1.2950741
-4.9045358,44.506699,-1.2835557
-5.0415387,43.584309,-1.255807
-5.1679316,42.499664,-1.2003097
-5.2308846,41.566059,-1.1603446
-5.2580891,40.785095,-1.1474301
-5.2746644,40.173466,-1.1392276
-5.283649,39.69619,-1.1348646
-5.2883911,39.352394,-1.1311997
-5.2932615,39.09766,-1.1247425
-5.2946506,38.849472,-1.1207285
-5.2957783,38.51791,-1.1163655
-5.2964082,37.971279,-1.1113044
-5.2881451,37.094742,-1.1017058
-5.2699575,36.073967,-1.0887913
-5.2349167,35.109642,-1.0750043
-5.1943941,34.237087,-1.0683725
-5.1555281,33.482994,-1.0629624
-5.118206,32.852097,-1.0575522
-5.0842714,32.313179,-1.0493498
-5.048892,31.835808,-1.046732
-5.0145545,31.361303,-1.0437652
-4.9767413,30.798611,-1.0409728
-4.9335265,30.087996,-1.0381805
-4.8769536,29.19043,-1.0441142
-4.8176823,28.171534,-1.0701177
-4.7950296,27.293713,-1.1303271
-4.8121147,26.660305,-1.1566796
-4.8326902,26.25625,-1.1690706
-4.8479342,26.032074,-1.1739571
-4.8572521,25.918606,-1.1786692
-4.8873181,25.488245,-1.1914091
-4.9554095,24.619186,-1.1962957
-5.0244536,23.756781,-1.1907111
-5.086669,22.901793,-1.1839048
-5.1456251,22.043888,-1.1795418
-5.2005668,21.215258,-1.1790182
-5.2470846,20.367481,-1.1741317
-5.2932687,19.533909,-1.1643585
-5.3278093,18.771118,-1.1585994
-5.3531899,18.067797,-1.1538873
-5.3761039,17.46958,-1.1523166
-5.3962173,16.990669,-1.1552835
-5.4143333,16.549608,-1.1517931
-5.4320517,16.07822,-1.1486517
-5.447289,15.570772,-1.146732
-5.4621072,15.033946,-1.1430671
-5.4810534,14.41574,-1.1388786
-5.4997406,13.666788,-1.1343411
-5.5153737,12.811655,-1.1367844
-5.5359106,11.889373,-1.146732
-5.563899,10.933158,-1.1481282
-5.5902228,10.00059,-1.1411474
-5.6106014,9.1323051,-1.1345156
-5.6272073,8.3302498,-1.1291055
-5.6328554,7.616992,-1.1238699
-5.638279,6.9605732,-1.1184597
-5.6435666,6.3572054,-1.1139222
-5.6474342,5.7670679,-1.1095592
-5.6462684,5.2023916,-1.1055453
-5.6408401,4.7247763,-1.1010077
-5.63379,4.3162827,-1.0833812
-5.6247177,3.9939547,-1.047081
-5.6053548,3.7320187,-1.0038001
-5.5471115,3.3308501,-0.9479536
-5.4368415,2.7835088,-0.9095592
-5.3392024,2.3596256,-0.8278838
